track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,estacion
Notice Me,SZA,1,2022,12,9,819,0,62019074,160,F,Major,72,78,68,28,0,11,12,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,Oto�o
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,113,G,Major,73,72,32,77,0,15,5,Not Found,Invierno
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,100,B,Minor,70,92,59,3,0,10,3,Not Found,Oto�o
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421,155,G#,Major,49,42,77,3,0,12,9,https://i.scdn.co/image/ab67616d0000b273fa60e8a8d5ca09efc6098175,Oto�o
I Hate U,SZA,1,2021,12,3,4094,0,356709897,107,G,Minor,54,41,39,51,0,11,16,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,Oto�o
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,112,G#,Major,80,15,54,9,0,38,5,Not Found,Oto�o
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854,166,C#,Major,70,57,57,9,20,11,7,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3,Oto�o
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715,107,F#,Minor,69,96,36,81,0,8,4,https://i.scdn.co/image/ab67616d0000b273e506bca2ef0760607289c9a9,Invierno
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458,81,G#,Major,47,33,68,24,0,22,38,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,Oto�o
Conceited,SZA,1,2022,12,9,899,0,56870689,150,C#,Major,79,77,46,5,0,11,7,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,Oto�o
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,110,A,Major,66,19,32,69,0,12,4,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,Oto�o
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,108,G,Major,64,4,40,6,0,10,6,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,Oto�o
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341,130,E,Minor,89,48,74,30,0,7,36,Not Found,Oto�o
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,164,G,Major,70,39,56,6,0,9,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,Oto�o
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,114,B,Minor,80,42,68,2,0,66,4,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,Primavera
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478,93,F,Major,63,93,88,1,0,12,4,https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4,Verano
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,90,C#,Minor,87,51,69,36,0,9,8,Not Found,Verano
Too Late,SZA,1,2022,12,8,714,0,49262961,128,B,Major,45,35,68,78,0,39,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,Oto�o
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,97,A,Major,83,47,80,2,0,24,9,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,Primavera
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949,152,G,Minor,69,94,71,79,0,7,8,https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739,Invierno
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459,175,G#,Major,51,94,34,73,0,10,5,https://i.scdn.co/image/ab67616d0000b27352693de430023c13b7976490,Invierno
Far,SZA,1,2022,12,9,680,0,51641685,116,D,Major,61,48,55,67,0,16,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,Oto�o
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948,80,F,Minor,33,51,59,76,0,44,6,Not Found,Oto�o
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177,93,B,Minor,63,34,86,26,0,21,39,Not Found,Verano
ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429,122,E,Major,70,42,54,30,0,37,5,Not Found,Verano
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,122,G,Major,70,91,79,3,0,7,10,https://i.scdn.co/image/ab67616d0000b2731c7942eac1aece801758fccf,Invierno
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,135,A,Minor,70,60,58,4,0,16,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Invierno
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,109,F,Major,60,45,47,62,0,31,5,https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272,Invierno
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,125,B,Minor,85,64,81,2,5,7,9,Not Found,Verano
Pepas,Farruko,1,2021,6,24,14114,17,1309887447,130,G,Major,76,44,77,1,0,13,3,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad,Verano
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316,121,G,Minor,80,62,51,2,0,9,8,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Invierno
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579,123,F#,Minor,74,35,73,0,0,21,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Invierno
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,122,B,Minor,67,50,67,15,0,30,4,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,Verano
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803,121,A#,Minor,70,35,77,1,0,26,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Verano
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,166,F#,Minor,56,68,66,28,0,11,18,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,Primavera
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848,135,C#,Major,41,27,64,36,0,60,3,Not Found,Invierno
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984,87,E,Minor,49,49,59,44,0,35,21,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Invierno
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,111,G#,Major,77,74,66,30,0,13,3,Not Found,Primavera
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026,110,D,Major,75,85,84,10,0,31,19,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Invierno
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,130,C#,Major,66,19,61,30,0,9,7,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,Primavera
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,179,G#,Minor,61,76,51,30,0,38,15,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,Verano
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877,93,F,Minor,74,53,73,61,0,13,4,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a,Verano
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526,78,A,Minor,27,10,49,62,0,49,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Invierno
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,180,D,Major,65,37,58,2,0,4,31,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,Oto�o
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456,86,A,Minor,28,13,41,50,0,19,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Invierno
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,88,C#,Minor,74,55,85,1,0,5,22,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,Verano
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276,97,C#,Major,68,72,78,4,0,7,5,Not Found,Oto�o
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478,134,B,Minor,71,59,80,13,0,36,5,Not Found,Oto�o
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856,116,D,Major,75,36,76,12,0,10,10,Not Found,Verano
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072,170,E,Minor,64,14,70,9,0,9,8,https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6,Oto�o
MONEY,Lisa,1,2021,9,10,2566,13,863625566,140,C#,Minor,83,40,55,16,0,14,23,https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19,Verano
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912,118,G,Minor,75,46,76,3,0,9,4,Not Found,Oto�o
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859,176,D#,Major,29,12,33,68,0,12,5,Not Found,Primavera
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,180,G#,Minor,59,69,61,84,0,46,36,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0,Verano
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,144,A#,Major,59,21,43,76,0,10,7,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,Invierno
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449,133,F#,Minor,82,52,61,38,0,14,27,Not Found,Oto�o
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,63803529,122,A#,Major,77,25,62,34,0,23,3,Not Found,Invierno
Oh My God,Adele,1,2021,11,19,4431,0,466214729,88,C#,Major,53,55,73,9,0,3,5,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,Oto�o
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480,170,F,Minor,70,61,44,40,0,37,4,Not Found,Invierno
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466,94,F,Minor,46,55,50,71,0,10,11,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Invierno
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194,170,A#,Major,65,46,47,12,0,13,16,https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069,Oto�o
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256,90,E,Minor,79,79,70,57,0,66,8,Not Found,Oto�o
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015,78,G,Major,40,7,29,62,0,9,3,Not Found,Oto�o
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,94,D,Major,57,36,58,5,0,15,3,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,Invierno
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,73,D,Major,83,11,41,0,0,36,14,https://i.scdn.co/image/ab67616d0000b2735340631eca6f127d094545c9,Oto�o
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126,176,C#,Major,73,79,86,42,0,7,18,https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c,Verano
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,128,D#,Minor,81,57,63,40,1,10,4,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795,Oto�o
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717,120,G#,Major,58,44,60,44,9,5,6,https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745,Verano
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,82,D,Major,63,85,62,6,0,35,4,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,Oto�o
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,95,D,Major,77,40,47,2,0,9,3,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71,Invierno
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816,123,B,Minor,75,93,86,8,0,14,3,https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145,Oto�o
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,110,E,Minor,73,14,57,40,0,11,5,https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8,Oto�o
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487,96,C#,Minor,66,76,82,47,0,10,32,https://i.scdn.co/image/ab67616d0000b2735bddce84bc8f03ac82c988d4,Invierno
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0,108809090,88,D,Minor,56,58,55,35,0,23,11,Not Found,Invierno
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353,98,A,Minor,73,60,85,17,0,24,5,Not Found,Verano
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229,110,C#,Minor,86,31,53,43,0,11,6,Not Found,Verano
Butter,BTS,1,2021,5,21,4779,6,1143647827,110,G#,Major,79,70,36,0,0,6,11,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,Primavera
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144,78,C#,Minor,77,49,42,1,1,13,19,Not Found,Invierno
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,129,G#,Major,83,44,62,2,0,8,6,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,Verano
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,181,A,Major,44,22,60,61,0,42,9,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,Primavera
Dynamite,BTS,1,2020,8,21,8528,5,1692897992,114,F#,Minor,75,74,77,1,0,9,10,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,Verano
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641,144,D,Major,74,39,65,5,1,11,35,https://i.scdn.co/image/ab67616d0000b2739af8418ffb638b3306a07714,Oto�o
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357,101,D,Major,66,18,68,9,0,12,4,https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794,Invierno
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174,84,D,Major,67,78,63,29,0,12,5,Not Found,Oto�o
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621,154,F#,Major,66,63,69,21,0,11,7,Not Found,Verano
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,148,F,Major,59,72,62,18,0,9,3,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,Invierno
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982,146,F,Minor,85,22,37,13,0,7,30,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,Verano
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746,120,B,Minor,77,51,79,20,0,26,6,Not Found,Verano
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148,141,C#,Major,59,56,63,12,0,6,36,Not Found,Oto�o
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571,108,A,Minor,46,23,48,75,30,14,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Invierno
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,180,A,Major,35,41,94,0,63,5,5,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f,Primavera
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642,122,A#,Major,77,51,79,5,0,16,5,https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757,Verano
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,85,A#,Major,59,33,52,7,15,12,3,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685,Oto�o
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939,148,C#,Major,68,29,73,0,0,7,7,Not Found,Invierno
ELEVEN,IVE,1,2021,12,1,521,1,247737946,120,A,Major,83,59,73,6,0,5,11,https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb,Oto�o
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402,91,G,Minor,70,76,72,22,0,27,4,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,Verano
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,120,E,Major,72,54,71,26,0,10,4,Not Found,Oto�o
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432,110,A#,Major,63,31,35,93,0,29,3,https://i.scdn.co/image/ab67616d0000b273e3884b7043aa68c264faff71,Invierno
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,169,F#,Major,39,36,45,81,0,8,13,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,Primavera
Praise God,Kanye West,1,2021,8,29,4651,0,376333030,118,C#,Major,80,21,55,1,0,26,17,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,Verano
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,92,G#,Minor,91,79,66,32,0,9,16,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,Verano
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,112,D#,Major,45,19,60,63,0,9,6,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,Oto�o
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,140,D,Major,79,56,91,26,0,13,21,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,Invierno
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873,105,G#,Major,73,52,76,13,0,5,3,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,Oto�o
Sobrio,Maluma,1,2021,7,8,3506,10,513643924,178,F,Major,76,63,77,14,0,15,22,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27,Verano
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,108,G,Minor,96,71,42,57,0,8,9,Not Found,Invierno
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,173,A,Major,40,19,29,86,0,34,4,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,Primavera
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,101,C#,Major,67,40,90,3,0,34,6,Not Found,Primavera
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656,120,G#,Minor,80,24,62,41,2,11,23,Not Found,Invierno
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493,133,C#,Major,75,96,61,0,0,18,4,Not Found,Invierno
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529,158,G#,Minor,46,62,83,53,0,97,28,Not Found,Oto�o
The Feels,TWICE,1,2021,10,1,1150,0,345903614,120,A,Major,81,92,90,9,0,8,7,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,Oto�o
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,102,G,Major,74,45,89,5,0,26,13,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c,Oto�o
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,124,G#,Minor,79,79,84,2,0,5,5,https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4,Verano
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366,90,E,Minor,73,31,45,85,24,11,3,https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa,Primavera
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,161,F#,Minor,78,65,52,46,0,12,31,https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1,Primavera
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388,120,G,Major,60,11,33,90,0,8,5,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c,Primavera
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,150,E,Minor,78,47,70,18,0,15,9,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,Invierno
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,105,G#,Major,76,58,84,10,0,13,10,Not Found,Verano
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,79,F#,Major,63,76,67,38,0,6,4,https://i.scdn.co/image/ab67616d0000b273d00cc26852fcc281296977be,Verano
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,146,C#,Minor,52,7,61,51,0,11,3,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,Oto�o
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,124,E,Major,64,8,37,79,0,9,5,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,Primavera
The Nights,Avicii,1,2014,1,1,17354,8,1456081449,126,F#,Major,53,66,85,2,0,24,4,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad,Invierno
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334,121,G#,Major,75,53,74,2,0,11,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,Verano
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871,136,B,Minor,80,33,60,0,0,32,14,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,Verano
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382,102,A,Minor,77,26,63,58,0,11,5,Not Found,Verano
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149,77,G,Major,73,54,74,23,0,41,23,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,Oto�o
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,98,F#,Minor,82,54,59,69,0,18,10,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,Primavera
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,84,B,Minor,44,22,48,38,0,33,24,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,Primavera
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549,102,G#,Major,89,77,82,3,0,17,11,Not Found,Invierno
All of Me,John Legend,1,2013,8,1,27221,0,2086124197,120,G#,Major,42,33,26,92,0,13,3,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,Verano
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927,117,C#,Major,52,73,91,0,0,11,7,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056,Verano
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,72,A,Minor,45,27,33,82,0,14,4,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b,Invierno
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618,168,C#,Major,67,29,47,5,0,22,26,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,Verano
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675,94,C#,Major,52,68,69,13,0,33,8,https://i.scdn.co/image/ab67616d0000b2737b1a8b1a92561bb5d16d6b4c,Oto�o
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967,145,G#,Major,41,65,88,0,0,26,5,https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7,Invierno
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750,134,C#,Major,71,14,61,1,0,23,33,Not Found,Verano
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,148,C#,Major,35,24,93,0,0,10,8,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d,Oto�o
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771,127,E,Minor,60,40,89,9,0,60,6,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,Invierno
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703,172,F#,Minor,74,79,66,11,0,8,16,Not Found,Verano
Streets,Doja Cat,1,2019,11,7,5728,0,865640097,90,B,Major,75,19,46,21,4,34,8,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,Oto�o
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,96,G,Major,57,30,40,38,0,26,3,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342,Oto�o
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494,138,G,Minor,74,65,67,46,0,36,4,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,Invierno
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,120,G,Major,72,67,72,0,0,13,4,https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce,Primavera
